site.code,subplot,TreeX,TreeY,PWdistance
03-DLIS,2,97,62,16.51938256
03-DLIS,2,98,62,23.89497855
03-DLIS,2,99,62,23.1294185
03-DLIS,2,100,62,21.27275253
03-DLIS,2,101,62,19.04127097
03-DLIS,2,102,62,17.06516921
03-DLIS,2,103,62,17.86309044
03-DLIS,2,104,62,17.67766953
03-DLIS,2,105,62,19.42009269
03-DLIS,2,106,62,15.90880259
03-DLIS,2,107,62,20.22003956
03-DLIS,2,108,62,19.06724941
03-DLIS,2,109,62,16.14465856
03-DLIS,2,110,62,17.51456537
03-DLIS,2,111,62,17.01793172
03-DLIS,2,112,62,15.77149327
03-DLIS,2,113,62,14.72990156
03-DLIS,2,114,62,13.07402004
03-DLIS,2,115,62,12.77810628
03-DLIS,2,116,62,12.3227432
03-DLIS,2,117,62,10.63014581
03-DLIS,2,118,62,11.21784293
03-DLIS,2,119,62,10.72800075
03-DLIS,2,120,62,8.149233093
03-DLIS,2,121,62,8.732124598
03-DLIS,2,122,62,7.912016178
03-DLIS,2,123,62,12.84562182
03-DLIS,2,124,62,11.73371212
03-DLIS,2,125,62,10.91100362
03-DLIS,2,126,62,9.202173656
03-DLIS,2,127,62,10.21763182
03-DLIS,2,128,62,7.378346698
03-DLIS,2,129,62,5.813776741
03-DLIS,2,130,62,5.597320788
03-DLIS,2,131,62,5.0009999
03-DLIS,2,132,62,14.54647724
03-DLIS,2,64,63,1.878829423
03-DLIS,2,65,63,2.343074903
03-DLIS,2,66,63,3.023243292
03-DLIS,2,67,63,3.577708764
03-DLIS,2,68,63,4.617358552
03-DLIS,2,69,63,6.155485359
03-DLIS,2,70,63,7.158910532
03-DLIS,2,71,63,7.84346862
03-DLIS,2,72,63,9.339164845
03-DLIS,2,73,63,7.20624729
03-DLIS,2,74,63,8.075270893
03-DLIS,2,75,63,9.804590761
03-DLIS,2,76,63,10.73778376
03-DLIS,2,77,63,11.72731853
03-DLIS,2,78,63,13.72333779
03-DLIS,2,79,63,15.8
03-DLIS,2,80,63,14.23516772
03-DLIS,2,81,63,14.79797283
03-DLIS,2,82,63,15.93549497
03-DLIS,2,83,63,12.39395014
03-DLIS,2,84,63,10.82681855
03-DLIS,2,85,63,12.68108828
03-DLIS,2,86,63,11.50043477
03-DLIS,2,87,63,13.18825235
03-DLIS,2,88,63,15.30751449
03-DLIS,2,89,63,14.54166428
03-DLIS,2,90,63,15.43826415
03-DLIS,2,91,63,18.29152809
03-DLIS,2,92,63,19.44273643
03-DLIS,2,93,63,18.32157198
03-DLIS,2,94,63,19.04127097
03-DLIS,2,95,63,18.55262785
03-DLIS,2,96,63,19.80706945
03-DLIS,2,97,63,16.45144371
03-DLIS,2,98,63,23.49489306
03-DLIS,2,99,63,22.74225143
03-DLIS,2,100,63,20.9153054
03-DLIS,2,101,63,18.66038585
03-DLIS,2,102,63,16.69730517
03-DLIS,2,103,63,17.51142484
03-DLIS,2,104,63,17.35396208
03-DLIS,2,105,63,19.16350699
03-DLIS,2,106,63,15.65407295
03-DLIS,2,107,63,19.92109435
03-DLIS,2,108,63,18.84515853
03-DLIS,2,109,63,16.01530518
03-DLIS,2,110,63,17.47970251
03-DLIS,2,111,63,16.98499338
03-DLIS,2,112,63,15.7276826
03-DLIS,2,113,63,14.36697602
03-DLIS,2,114,63,12.8082005
03-DLIS,2,115,63,12.54192968
03-DLIS,2,116,63,12.10495766
03-DLIS,2,117,63,10.43934864
03-DLIS,2,118,63,11.22942563
03-DLIS,2,119,63,10.74476617
03-DLIS,2,120,63,8.190848552
03-DLIS,2,121,63,8.532877592
03-DLIS,2,122,63,7.653757247
03-DLIS,2,123,63,12.38103388
03-DLIS,2,124,63,11.25077775
03-DLIS,2,125,63,10.40432602
03-DLIS,2,126,63,8.769264507
03-DLIS,2,127,63,9.774456507
03-DLIS,2,128,63,7.032780389
03-DLIS,2,129,63,5.770615219
03-DLIS,2,130,63,5.68594759
03-DLIS,2,131,63,4.916299421
03-DLIS,2,132,63,14.30034965
03-DLIS,2,65,64,1.019803903
03-DLIS,2,66,64,1.204159458
03-DLIS,2,67,64,2.40208243
03-DLIS,2,68,64,4.341658669
03-DLIS,2,69,64,4.465422712
03-DLIS,2,70,64,5.846366393
03-DLIS,2,71,64,6.661080993
03-DLIS,2,72,64,8.309632964
03-DLIS,2,73,64,6.551335742
03-DLIS,2,74,64,7.725283166
03-DLIS,2,75,64,9.219544457
03-DLIS,2,76,64,10.23572176
03-DLIS,2,77,64,11.18302285
03-DLIS,2,78,64,12.93135724
03-DLIS,2,79,64,15.09602597
03-DLIS,2,80,64,13.41827113
03-DLIS,2,81,64,13.9
03-DLIS,2,82,64,14.83543056
03-DLIS,2,83,64,11.28716085
03-DLIS,2,84,64,9.556673061
03-DLIS,2,85,64,11.45425685
03-DLIS,2,86,64,10.04639239
03-DLIS,2,87,64,11.67304588
03-DLIS,2,88,64,13.82931669
03-DLIS,2,89,64,12.89689885
03-DLIS,2,90,64,13.7277092
03-DLIS,2,91,64,16.84666139
03-DLIS,2,92,64,17.85301095
03-DLIS,2,93,64,16.69760462
03-DLIS,2,94,64,17.39252713
03-DLIS,2,95,64,16.83716128
03-DLIS,2,96,64,18.07124788
03-DLIS,2,97,64,14.8492424
03-DLIS,2,98,64,21.68363438
03-DLIS,2,99,64,20.9117192
03-DLIS,2,100,64,19.05413341
03-DLIS,2,101,64,16.82200939
03-DLIS,2,102,64,14.84486443
03-DLIS,2,103,64,15.64608577
03-DLIS,2,104,64,15.47675677
03-DLIS,2,105,64,17.3
03-DLIS,2,106,64,13.79275172
03-DLIS,2,107,64,18.04272707
03-DLIS,2,108,64,17.00735135
03-DLIS,2,109,64,14.30034965
03-DLIS,2,110,64,15.94521872
03-DLIS,2,111,64,15.45639026
03-DLIS,2,112,64,14.17921013
03-DLIS,2,113,64,12.509996
03-DLIS,2,114,64,10.94166349
03-DLIS,2,115,64,10.69626103
03-DLIS,2,116,64,10.27715914
03-DLIS,2,117,64,8.646964785
03-DLIS,2,118,64,9.843271814
03-DLIS,2,119,64,9.377632964
03-DLIS,2,120,64,6.935416354
03-DLIS,2,121,64,6.736467917
03-DLIS,2,122,64,5.797413216
03-DLIS,2,123,64,10.77032961
03-DLIS,2,124,64,9.757561171
03-DLIS,2,125,64,9.22279784
03-DLIS,2,126,64,7.043436661
03-DLIS,2,127,64,8.080222769
03-DLIS,2,128,64,5.1623638
03-DLIS,2,129,64,4.346262762
03-DLIS,2,130,64,4.675467891
03-DLIS,2,131,64,3.417601498
03-DLIS,2,132,64,12.44548111
03-DLIS,2,66,65,1.004987562
03-DLIS,2,67,65,1.403566885
03-DLIS,2,68,65,3.383784863
03-DLIS,2,69,65,3.818376618
03-DLIS,2,70,65,4.933558553
03-DLIS,2,71,65,5.707013229
03-DLIS,2,72,65,7.324616031
03-DLIS,2,73,65,5.531726674
03-DLIS,2,74,65,6.723094526
03-DLIS,2,75,65,8.2
03-DLIS,2,76,65,9.217917335
03-DLIS,2,77,65,10.16366076
03-DLIS,2,78,65,11.92057046
03-DLIS,2,79,65,14.08012784
03-DLIS,2,80,65,12.41007655
03-DLIS,2,81,65,12.90155029
03-DLIS,2,82,65,13.87551801
03-DLIS,2,83,65,10.3247276
03-DLIS,2,84,65,8.640023148
03-DLIS,2,85,65,10.52615789
03-DLIS,2,86,65,9.213576938
03-DLIS,2,87,65,10.878419
03-DLIS,2,88,65,13.01422299
03-DLIS,2,89,65,12.20040983
03-DLIS,2,90,65,13.09694621
03-DLIS,2,91,65,16.01530518
03-DLIS,2,92,65,17.11286066
03-DLIS,2,93,65,15.98405455
03-DLIS,2,94,65,16.7002994
03-DLIS,2,95,65,16.21141573
03-DLIS,2,96,65,17.4691156
03-DLIS,2,97,65,15.21906699
03-DLIS,2,98,65,21.19292335
03-DLIS,2,99,65,20.46118276
03-DLIS,2,100,65,18.69384926
03-DLIS,2,101,65,16.39329131
03-DLIS,2,102,65,14.45856148
03-DLIS,2,103,65,15.30751449
03-DLIS,2,104,65,15.22005256
03-DLIS,2,105,65,17.22004646
03-DLIS,2,106,65,13.73171512
03-DLIS,2,107,65,17.84880948
03-DLIS,2,108,65,17.01558109
03-DLIS,2,109,65,14.54166428
03-DLIS,2,110,65,16.37467557
03-DLIS,2,111,65,15.89276565
03-DLIS,2,112,65,14.60308187
03-DLIS,2,113,65,12.14331092
03-DLIS,2,114,65,10.86830254
03-DLIS,2,115,65,10.70560601
03-DLIS,2,116,65,10.33924562
03-DLIS,2,117,65,8.800568163
03-DLIS,2,118,65,10.42161216
03-DLIS,2,119,65,9.972963451
03-DLIS,2,120,65,7.62758153
03-DLIS,2,121,65,6.90651866
03-DLIS,2,122,65,5.821511831
03-DLIS,2,123,65,10.04390362
03-DLIS,2,124,65,8.947066558
03-DLIS,2,125,65,8.276472679
03-DLIS,2,126,65,6.435060217
03-DLIS,2,127,65,7.433034374
03-DLIS,2,128,65,4.904079934
03-DLIS,2,129,65,4.992995093
03-DLIS,2,130,65,5.522680509
03-DLIS,2,131,65,4.049691346
03-DLIS,2,132,65,12.41491039
03-DLIS,2,67,66,1.749285568
03-DLIS,2,68,66,4.101219331
03-DLIS,2,69,66,3.275667871
03-DLIS,2,70,66,4.825971405
03-DLIS,2,71,66,5.700877125
03-DLIS,2,72,66,7.410802925
03-DLIS,2,73,66,5.923681288
03-DLIS,2,74,66,7.256031973
03-DLIS,2,75,66,8.570297544
03-DLIS,2,76,66,9.620810777
03-DLIS,2,77,66,10.53043209
03-DLIS,2,78,66,12.11981848
03-DLIS,2,79,66,14.3199162
03-DLIS,2,80,66,12.58967831
03-DLIS,2,81,66,13.02459212
03-DLIS,2,82,66,13.85207566
03-DLIS,2,83,66,10.31746093
03-DLIS,2,84,66,8.515867542
03-DLIS,2,85,66,10.42353107
03-DLIS,2,86,66,8.919641248
03-DLIS,2,87,66,10.51903037
03-DLIS,2,88,66,12.68463638
03-DLIS,2,89,66,11.70469991
03-DLIS,2,90,66,12.52517465
03-DLIS,2,91,66,15.70986951
03-DLIS,2,92,66,16.67093279
03-DLIS,2,93,66,15.50806242
03-DLIS,2,94,66,16.19783936
03-DLIS,2,95,66,15.63393744
03-DLIS,2,96,66,16.86712779
03-DLIS,2,97,66,14.22005626
03-DLIS,2,98,66,20.48926548
03-DLIS,2,99,66,19.72536438
03-DLIS,2,100,66,17.89329483
03-DLIS,2,101,66,15.64001279
03-DLIS,2,102,66,13.67406304
03-DLIS,2,103,66,14.49172177
03-DLIS,2,104,66,14.35618334
03-DLIS,2,105,66,16.27820629
03-DLIS,2,106,66,12.78162744
03-DLIS,2,107,66,16.95435047
03-DLIS,2,108,66,16.04618335
03-DLIS,2,109,66,13.53698637
03-DLIS,2,110,66,15.38440769
03-DLIS,2,111,66,14.9040263
03-DLIS,2,112,66,13.61249426
03-DLIS,2,113,66,11.34416149
03-DLIS,2,114,66,9.92018145
03-DLIS,2,115,66,9.732420048
03-DLIS,2,116,66,9.353608929
03-DLIS,2,117,66,7.8
03-DLIS,2,118,66,9.482615673
03-DLIS,2,119,66,9.042676595
03-DLIS,2,120,66,6.762396025
03-DLIS,2,121,66,5.903388857
03-DLIS,2,122,66,4.837354649
03-DLIS,2,123,66,9.58801335
03-DLIS,2,124,66,8.616263691
03-DLIS,2,125,66,8.229823813
03-DLIS,2,126,66,5.841232747
03-DLIS,2,127,66,6.881860214
03-DLIS,2,128,66,4.024922359
03-DLIS,2,129,66,4.123105626
03-DLIS,2,130,66,4.825971405
03-DLIS,2,131,66,3.189043744
03-DLIS,2,132,66,11.45425685
03-DLIS,2,68,67,2.441311123
03-DLIS,2,69,67,2.906888371
03-DLIS,2,70,67,3.584689666
03-DLIS,2,71,67,4.317406629
03-DLIS,2,72,67,5.921148537
03-DLIS,2,73,67,4.205948169
03-DLIS,2,74,67,5.507267925
03-DLIS,2,75,67,6.868041933
03-DLIS,2,76,67,7.90569415
03-DLIS,2,77,67,8.832326987
03-DLIS,2,78,67,10.53043209
03-DLIS,2,79,67,12.70118105
03-DLIS,2,80,67,11.01635148
03-DLIS,2,81,67,11.50043477
03-DLIS,2,82,67,12.47798061
03-DLIS,2,83,67,8.926925563
03-DLIS,2,84,67,7.273238618
03-DLIS,2,85,67,9.148223871
03-DLIS,2,86,67,7.925906888
03-DLIS,2,87,67,9.625487001
03-DLIS,2,88,67,11.73371212
03-DLIS,2,89,67,11.05350623
03-DLIS,2,90,67,12.02414238
03-DLIS,2,91,67,14.71393897
03-DLIS,2,92,67,15.90282994
03-DLIS,2,93,67,14.80540442
03-DLIS,2,94,67,15.54380906
03-DLIS,2,95,67,15.13274595
03-DLIS,2,96,67,16.41462762
03-DLIS,2,97,67,15.46900126
03-DLIS,2,98,67,20.26252699
03-DLIS,2,99,67,19.58187938
03-DLIS,2,100,67,17.93348823
03-DLIS,2,101,67,15.55538492
03-DLIS,2,102,67,13.68502832
03-DLIS,2,103,67,14.59075049
03-DLIS,2,104,67,14.61095479
03-DLIS,2,105,67,16.83448841
03-DLIS,2,106,67,13.39589489
03-DLIS,2,107,67,17.30809059
03-DLIS,2,108,67,16.75052238
03-DLIS,2,109,67,14.61540283
03-DLIS,2,110,67,16.70269439
03-DLIS,2,111,67,16.23360712
03-DLIS,2,112,67,14.93452376
03-DLIS,2,113,67,11.41271221
03-DLIS,2,114,67,10.54751155
03-DLIS,2,115,67,10.50047618
03-DLIS,2,116,67,10.21224755
03-DLIS,2,117,67,8.828363382
03-DLIS,2,118,67,11.01362792
03-DLIS,2,119,67,10.59481005
03-DLIS,2,120,67,8.421995013
03-DLIS,2,121,67,7.009279564
03-DLIS,2,122,67,5.770615219
03-DLIS,2,123,67,8.872992731
03-DLIS,2,124,67,7.685050423
03-DLIS,2,125,67,6.88839604
03-DLIS,2,126,67,5.464430437
03-DLIS,2,127,67,6.389053138
03-DLIS,2,128,67,4.509988914
03-DLIS,2,129,67,5.798275606
03-DLIS,2,130,67,6.573431372
03-DLIS,2,131,67,4.883646179
03-DLIS,2,132,67,12.13342491
03-DLIS,2,69,68,4.601086828
03-DLIS,2,70,68,3.894868419
03-DLIS,2,71,68,4.103656906
03-DLIS,2,72,68,5.14781507
03-DLIS,2,73,68,2.692582404
03-DLIS,2,74,68,3.471310992
03-DLIS,2,75,68,5.20096145
03-DLIS,2,76,68,6.120457499
03-DLIS,2,77,68,7.111258679
03-DLIS,2,78,68,9.178779875
03-DLIS,2,79,68,11.20714058
03-DLIS,2,80,68,9.701546269
03-DLIS,2,81,68,10.31600698
03-DLIS,2,82,68,11.64560003
03-DLIS,2,83,68,8.185963596
03-DLIS,2,84,68,6.98140387
03-DLIS,2,85,68,8.660831369
03-DLIS,2,86,68,8.065977932
03-DLIS,2,87,68,9.835141077
03-DLIS,2,88,68,11.75925168
03-DLIS,2,89,68,11.58015544
03-DLIS,2,90,68,12.73184983
03-DLIS,2,91,68,14.58012346
03-DLIS,2,92,68,16.12265487
03-DLIS,2,93,68,15.14859729
03-DLIS,2,94,68,15.94521872
03-DLIS,2,95,68,15.7632484
03-DLIS,2,96,68,17.08917786
03-DLIS,2,97,68,17.8058979
03-DLIS,2,98,68,21.1851363
03-DLIS,2,99,68,20.61674077
03-DLIS,2,100,68,19.20650931
03-DLIS,2,101,68,16.71556161
03-DLIS,2,102,68,14.98932954
03-DLIS,2,103,68,15.97654531
03-DLIS,2,104,68,16.16168308
03-DLIS,2,105,68,18.65261376
03-DLIS,2,106,68,15.30130713
03-DLIS,2,107,68,18.92643654
03-DLIS,2,108,68,18.70026738
03-DLIS,2,109,68,16.85734261
03-DLIS,2,110,68,19.07092027
03-DLIS,2,111,68,18.60779407
03-DLIS,2,112,68,17.30780171
03-DLIS,2,113,68,12.83160161
03-DLIS,2,114,68,12.50639836
03-DLIS,2,115,68,12.56741819
03-DLIS,2,116,68,12.34706443
03-DLIS,2,117,68,11.08602724
03-DLIS,2,118,68,13.45288073
03-DLIS,2,119,68,13.03572016
03-DLIS,2,120,68,10.84665847
03-DLIS,2,121,68,9.330058949
03-DLIS,2,122,68,8.036168241
03-DLIS,2,123,68,9.404786016
03-DLIS,2,124,68,7.951100553
03-DLIS,2,125,68,6.407027392
03-DLIS,2,126,68,6.718630813
03-DLIS,2,127,68,7.409453421
03-DLIS,2,128,68,6.59241989
03-DLIS,2,129,68,8.213403679
03-DLIS,2,130,68,8.886506625
03-DLIS,2,131,68,7.286288493
03-DLIS,2,132,68,14.10886246
03-DLIS,2,70,69,2.332380758
03-DLIS,2,71,69,3.312099032
03-DLIS,2,72,69,5.056678752
03-DLIS,2,73,69,4.74341649
03-DLIS,2,74,69,6.351377803
03-DLIS,2,75,69,6.952697318
03-DLIS,2,76,69,8.028075735
03-DLIS,2,77,69,8.7658428
03-DLIS,2,78,69,9.808159868
03-DLIS,2,79,69,12.0552893
03-DLIS,2,80,69,10.21420579
03-DLIS,2,81,69,10.50190459
03-DLIS,2,82,69,11.01135777
03-DLIS,2,83,69,7.580237463
03-DLIS,2,84,69,5.608029957
03-DLIS,2,85,69,7.500666637
03-DLIS,2,86,69,5.748912941
03-DLIS,2,87,69,7.280109889
03-DLIS,2,88,69,9.457801013
03-DLIS,2,89,69,8.431488599
03-DLIS,2,90,69,9.284934033
03-DLIS,2,91,69,12.49199744
03-DLIS,2,92,69,13.39589489
03-DLIS,2,93,69,12.23315168
03-DLIS,2,94,69,12.92749009
03-DLIS,2,95,69,12.39879026
03-DLIS,2,96,69,13.65173982
03-DLIS,2,97,69,13.50851583
03-DLIS,2,98,69,17.40114939
03-DLIS,2,99,69,16.69730517
03-DLIS,2,100,69,15.02664301
03-DLIS,2,101,69,12.65701387
03-DLIS,2,102,69,10.77821878
03-DLIS,2,103,69,11.68674463
03-DLIS,2,104,69,11.73413823
03-DLIS,2,105,69,14.08012784
03-DLIS,2,106,69,10.70420478
03-DLIS,2,107,69,14.4554488
03-DLIS,2,108,69,14.1
03-DLIS,2,109,69,12.39677377
03-DLIS,2,110,69,14.85294584
03-DLIS,2,111,69,14.4138822
03-DLIS,2,112,69,13.12288078
03-DLIS,2,113,69,8.508818954
03-DLIS,2,114,69,7.90569415
03-DLIS,2,115,69,7.9906195
03-DLIS,2,116,69,7.810249676
03-DLIS,2,117,69,6.711929678
03-DLIS,2,118,69,9.835141077
03-DLIS,2,119,69,9.501578816
03-DLIS,2,120,69,7.871467462
03-DLIS,2,121,69,5.16139516
03-DLIS,2,122,69,3.801315562
03-DLIS,2,123,69,6.313477647
03-DLIS,2,124,69,5.412023651
03-DLIS,2,125,69,5.491812087
03-DLIS,2,126,69,2.617250466
03-DLIS,2,127,69,3.623534186
03-DLIS,2,128,69,2.147091055
03-DLIS,2,129,69,5.604462508
03-DLIS,2,130,69,6.873136111
03-DLIS,2,131,69,4.949747468
03-DLIS,2,132,69,9.508417324
03-DLIS,2,71,70,0.98488578
03-DLIS,2,72,70,2.751363298
03-DLIS,2,73,70,2.789265136
03-DLIS,2,74,70,4.365775991
03-DLIS,2,75,70,4.666904756
03-DLIS,2,76,70,5.731491952
03-DLIS,2,77,70,6.440496875
03-DLIS,2,78,70,7.52861209
03-DLIS,2,79,70,9.771898485
03-DLIS,2,80,70,7.955501241
03-DLIS,2,81,70,8.302409289
03-DLIS,2,82,70,9.027181177
03-DLIS,2,83,70,5.500909016
03-DLIS,2,84,70,3.710795063
03-DLIS,2,85,70,5.608921465
03-DLIS,2,86,70,4.3829214
03-DLIS,2,87,70,6.122091146
03-DLIS,2,88,70,8.183520025
03-DLIS,2,89,70,7.73369252
03-DLIS,2,90,70,8.848163651
03-DLIS,2,91,70,11.14136437
03-DLIS,2,92,70,12.43261839
03-DLIS,2,93,70,11.38990781
03-DLIS,2,94,70,12.16223664
03-DLIS,2,95,70,11.90168055
03-DLIS,2,96,70,13.22006051
03-DLIS,2,97,70,15.50483795
03-DLIS,2,98,70,17.2904598
03-DLIS,2,99,70,16.72602762
03-DLIS,2,100,70,15.36879956
03-DLIS,2,101,70,12.85145906
03-DLIS,2,102,70,11.18257573
03-DLIS,2,103,70,12.20245877
03-DLIS,2,104,70,12.49039631
03-DLIS,2,105,70,15.20822146
03-DLIS,2,106,70,12.02081528
03-DLIS,2,107,70,15.28397854
03-DLIS,2,108,70,15.43016526
03-DLIS,2,109,70,14.23516772
03-DLIS,2,110,70,16.89644933
03-DLIS,2,111,70,16.47543626
03-DLIS,2,112,70,15.19901313
03-DLIS,2,113,70,9.108238029
03-DLIS,2,114,70,9.386160024
03-DLIS,2,115,70,9.646242792
03-DLIS,2,116,70,9.585405573
03-DLIS,2,117,70,8.736704184
03-DLIS,2,118,70,12.12641744
03-DLIS,2,119,70,11.80677771
03-DLIS,2,120,70,10.2
03-DLIS,2,121,70,7.359347797
03-DLIS,2,122,70,6.010823571
03-DLIS,2,123,70,5.54436651
03-DLIS,2,124,70,4.186884283
03-DLIS,2,125,70,3.405877273
03-DLIS,2,126,70,3.106444913
03-DLIS,2,127,70,3.590264614
03-DLIS,2,128,70,4.313930922
03-DLIS,2,129,70,7.877182237
03-DLIS,2,130,70,9.070832376
03-DLIS,2,131,70,7.156814934
03-DLIS,2,132,70,10.9658561
03-DLIS,2,72,71,1.772004515
03-DLIS,2,73,71,2.308679276
03-DLIS,2,74,71,3.748332963
03-DLIS,2,75,71,3.764306045
03-DLIS,2,76,71,4.810405388
03-DLIS,2,77,71,5.481788029
03-DLIS,2,78,71,6.5520989
03-DLIS,2,79,71,8.793179175
03-DLIS,2,80,71,6.985699679
03-DLIS,2,81,71,7.355270219
03-DLIS,2,82,71,8.174350127
03-DLIS,2,83,71,4.627094121
03-DLIS,2,84,71,2.996664813
03-DLIS,2,85,71,4.838388161
03-DLIS,2,86,71,3.962322551
03-DLIS,2,87,71,5.731491952
03-DLIS,2,88,71,7.683749085
03-DLIS,2,89,71,7.516648189
03-DLIS,2,90,71,8.723531395
03-DLIS,2,91,71,10.56882207
03-DLIS,2,92,71,12.02414238
03-DLIS,2,93,71,11.04536102
03-DLIS,2,94,71,11.84440796
03-DLIS,2,95,71,11.70469991
03-DLIS,2,96,71,13.03840481
03-DLIS,2,97,71,16.31349135
03-DLIS,2,98,71,17.21772343
03-DLIS,2,99,71,16.71556161
03-DLIS,2,100,71,15.49870962
03-DLIS,2,101,71,12.94024729
03-DLIS,2,102,71,11.37717012
03-DLIS,2,103,71,12.43100961
03-DLIS,2,104,71,12.81405478
03-DLIS,2,105,71,15.66269453
03-DLIS,2,106,71,12.57179383
03-DLIS,2,107,71,15.61569723
03-DLIS,2,108,71,15.96558799
03-DLIS,2,109,71,14.98165545
03-DLIS,2,110,71,17.72286659
03-DLIS,2,111,71,17.3104015
03-DLIS,2,112,71,16.0424437
03-DLIS,2,113,71,9.41328848
03-DLIS,2,114,71,10.02447006
03-DLIS,2,115,71,10.34698024
03-DLIS,2,116,71,10.33102125
03-DLIS,2,117,71,9.58018789
03-DLIS,2,118,71,13.07287268
03-DLIS,2,119,71,12.76126953
03-DLIS,2,120,71,11.18257573
03-DLIS,2,121,71,8.273451517
03-DLIS,2,122,71,6.935416354
03-DLIS,2,123,71,5.371219601
03-DLIS,2,124,71,3.860051813
03-DLIS,2,125,71,2.570992026
03-DLIS,2,126,71,3.668787266
03-DLIS,2,127,71,3.901281841
03-DLIS,2,128,71,5.240229003
03-DLIS,2,129,71,8.860022573
03-DLIS,2,130,71,10.04241007
